App,Class,B,CBO,CLOC,COM_RAT,Command,Cons,CSA,CSO,CSOA,Cyclic,D,Dcy,Dcy1,DIT,Dpt,Dpt1,E,Inner,Inner1,Jf,JLOC,Jm,JTA,JTM,LCOM,Level,Level1,LOC,MPC,N,n,NAAC,NAIC,NCLOC,NOAC,NOC,NOIC,NOOC,NTP,OCavg,OCmax,OPavg,OSavg,OSmax,PDcy,PDpt,Query,RFC,STAT,SUB,TCOM_RAT,TODO,V,WMC
android-xbmcremote,org.codehaus.jackson.impl.DefaultPrettyPrinter.FixedSpaceIndenter,0,4,5,0.3125,1,1,0,17,17,0,5,3,20,1,1,136,296,0,1,1,5,0,0,0,2,6,10,16,1,16,13,0,0,11,2,0,11,0,0,1,1,0.67,0.67,1,2,1,1,4,2,0,0.4545,0,59,3
android-xbmcremote,org.codehaus.jackson.impl.DefaultPrettyPrinter.Lf2SpacesIndenter,0,5,7,0.2059,1,1,3,17,20,0,22,4,20,1,1,136,7386,0,1,0,4,0,0,0,2,6,10,34,5,64,35,3,0,30,2,0,11,0,0,1.67,2,0.67,4,6,2,1,1,7,12,0,0.1333,0,328,5
android-xbmcremote,org.codehaus.jackson.impl.DefaultPrettyPrinter.NopIndenter,0,3,3,0.3,1,1,0,17,17,0,4,2,20,1,1,136,152,0,1,1,3,0,0,0,2,6,10,10,0,12,9,0,0,7,2,0,11,0,0,1,1,0.67,0.33,1,2,1,1,3,1,0,0.4286,0,38,3
android-xbmcremote,org.codehaus.jackson.impl.Indenter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
android-xbmcremote,org.codehaus.jackson.impl.JsonGeneratorBase,2,14,116,0.285,28,1,6,109,115,0,141,13,28,2,1,134,542557,0,1,0.8,34,0.0541,0,0,6,8,12,407,,531,150,5,1,292,21,1,31,0,0,3.14,20,0.59,7.23,55,2,1,8,81,159,1,0.3938,0,3838,69
android-xbmcremote,org.codehaus.jackson.impl.JsonNumericParserBase,3,14,158,0.3098,10,1,63,115,178,0,142,8,30,3,6,140,970142,0,1,0.119,38,0.0476,0,0,4,6,10,510,,914,173,42,21,368,19,2,62,0,0,4.35,14,0.52,9,45,4,1,10,55,180,6,0.3859,0,6795,87
android-xbmcremote,org.codehaus.jackson.impl.JsonParserBase,2,19,249,0.4361,15,1,42,95,137,0,94,12,28,2,7,141,477866,0,1,0.4615,122,0.1944,0,0,3,5,9,571,,670,184,39,3,330,30,1,33,0,0,2.35,10,0.5,4.61,23,4,1,20,64,143,7,0.7303,0,5040,73
android-xbmcremote,org.codehaus.jackson.impl.JsonReadContext,0,7,58,0.3973,2,1,7,32,39,0,46,3,4,2,4,205,52233,0,0,0,13,0.1818,0,0,2,3,3,146,15,188,64,5,2,89,9,0,16,1,0,1.55,5,1.36,4.27,20,2,2,8,20,47,0,0.6404,0,1128,17
android-xbmcremote,org.codehaus.jackson.impl.JsonWriteContext,0,7,35,0.4167,1,1,11,30,41,3,19,4,4,2,6,200,10820,0,0,0,14,0.2222,0,0,6,2,5,84,,107,37,9,2,52,4,3,16,1,0,1.33,2,0.44,2.83,5,2,2,7,15,17,3,0.6154,0,557,8
android-xbmcremote,org.codehaus.jackson.impl.ObjectWContext,0,2,9,0.18,1,1,7,34,41,3,18,2,4,3,1,200,7087,0,0,1,7,0,0,0,1,2,5,50,7,73,38,2,5,42,4,0,21,0,0,1.8,3,0.6,4,7,2,1,3,8,20,0,0.1905,1,383,9
android-xbmcremote,org.codehaus.jackson.impl.ReaderBasedNumericParser,1,9,85,0.316,0,1,33,123,156,0,114,8,32,5,1,135,359374,0,1,1,29,0.6667,0,0,1,8,12,269,,485,88,0,33,195,2,1,85,0,0,16.67,26,1.67,44.33,74,4,1,2,14,133,1,0.3795,0,3132,50
android-xbmcremote,org.codehaus.jackson.impl.ReaderBasedParser,9,20,199,0.2101,12,1,35,151,186,0,317,18,36,6,2,134,4553456,0,1,0,42,0.2857,0,0,2,9,13,947,181,1764,281,2,33,760,26,0,85,1,0,6.89,24,0.89,18.29,87,5,2,15,86,512,0,0.2461,0,14349,193
android-xbmcremote,org.codehaus.jackson.impl.ReaderBasedParserBase,0,9,53,0.4569,2,1,33,120,153,0,42,7,31,4,2,136,26224,0,1,1,24,0.2,0,0,1,7,11,116,,108,55,2,31,63,3,1,80,1,0,2.6,4,0.8,5.6,12,3,1,2,15,28,2,0.8413,0,624,13
android-xbmcremote,org.codehaus.jackson.impl.RootWContext,0,2,5,0.1852,1,1,5,34,39,3,7,2,4,3,1,200,1062,0,0,1,4,0,0,0,4,2,5,27,2,30,22,0,5,22,4,0,21,0,0,1.2,2,0.4,1.2,2,2,1,3,7,6,0,0.2273,0,133,6
android-xbmcremote,org.codehaus.jackson.impl.StreamBasedParserBase,0,8,56,0.4786,2,1,34,119,153,0,30,6,31,4,2,136,18168,0,1,1,30,0.25,0,0,1,7,11,117,,105,53,3,31,61,2,1,80,1,0,2.75,4,1.75,7,12,3,1,1,12,28,2,0.918,0,601,11
android-xbmcremote,org.codehaus.jackson.impl.Utf8NumericParser,0,9,49,0.2882,0,1,34,121,155,0,79,8,32,5,1,135,160351,0,1,1,23,0.5,0,0,1,8,12,170,,321,79,0,34,123,1,1,84,0,0,14,27,4,41,81,4,1,1,12,82,1,0.3821,0,2023,28
android-xbmcremote,org.codehaus.jackson.impl.Utf8StreamParser,23,20,373,0.2218,18,1,38,170,208,0,628,19,41,6,1,134,18925568,0,1,0.75,64,0.2041,0,0,2,9,13,1682,291,3548,359,4,34,1367,47,0,84,1,0,6.86,24,1.33,18.53,86,5,1,30,111,908,0,0.2304,0,30114,336
android-xbmcremote,org.codehaus.jackson.impl.WriterBasedGenerator,8,14,200,0.2165,43,1,15,153,168,0,361,13,37,3,1,133,4364493,0,1,0.5556,44,0.1136,0,0,1,9,13,924,168,1548,222,9,6,737,42,0,51,1,0,3.39,11,1.36,9.41,31,4,1,0,87,414,0,0.2537,0,12065,149
android-xbmcremote,org.codehaus.jackson.io.BaseReader,0,3,34,0.3579,4,1,10,32,42,0,23,2,7,2,1,135,15487,0,2,0.1111,19,0.3333,0,0,4,5,5,95,,118,48,9,1,61,4,1,18,1,0,1.67,3,1.33,3.5,5,1,1,1,11,21,1,0.5574,0,659,10
android-xbmcremote,org.codehaus.jackson.io.IOContext,0,20,88,0.4251,6,1,9,28,37,0,36,5,6,1,15,147,45440,0,0,1,57,0.125,0,0,4,4,4,207,10,227,46,9,0,119,15,0,11,0,0,1.94,3,0.62,3.31,5,2,3,9,24,53,0,0.7395,0,1253,31
android-xbmcremote,org.codehaus.jackson.io.MergedStream,0,3,10,0.084,4,1,5,34,39,0,62,2,7,2,1,134,72299,0,1,0,8,0,0,0,1,5,5,119,15,198,58,5,0,110,2,0,11,8,0,2.09,4,1,4.36,12,1,1,6,21,48,0,0.0818,0,1159,23
android-xbmcremote,org.codehaus.jackson.io.NumberInput,0,2,31,0.3069,0,0,3,16,19,0,55,0,0,1,2,352,83805,0,0,0.3333,28,0.75,0,0,2,1,1,101,11,270,47,3,0,70,4,0,11,0,0,5.5,9,3,11.75,19,0,2,4,8,47,0,0.4429,0,1499,22
android-xbmcremote,org.codehaus.jackson.io.NumberOutput,1,5,62,0.2551,0,0,12,20,32,0,78,1,1,1,4,344,312334,0,0,0,11,0.375,0,0,1,2,2,243,21,575,124,12,0,187,8,0,11,0,0,4.38,9,2,14.62,33,0,2,8,14,117,0,0.2995,0,3998,35
android-xbmcremote,org.codehaus.jackson.io.SegmentedStringWriter,0,5,29,0.3494,7,1,2,41,43,0,29,3,5,2,2,132,15051,0,3,0,17,0.0833,0,0,3,4,4,83,18,99,34,1,1,56,4,0,11,7,0,1,1,1.25,1.5,3,1,1,4,22,18,0,0.4821,0,503,12
android-xbmcremote,org.codehaus.jackson.io.UTF32Reader,1,4,64,0.3422,2,1,11,37,48,0,69,3,8,3,1,134,164891,0,2,0.75,21,0.2,0,0,1,6,6,187,13,351,105,4,7,131,4,0,24,0,0,5,13,3,14.6,38,1,1,2,13,73,0,0.4275,0,2356,25
android-xbmcremote,org.codehaus.jackson.io.UTF8Writer,3,3,76,0.2235,8,1,11,40,51,0,176,2,7,2,1,133,999201,0,3,0.1,8,0.0909,0,0,1,5,5,340,40,833,112,10,1,290,5,0,13,5,0,5.27,16,1.27,16.27,56,1,1,2,20,179,0,0.1724,0,5670,58
android-xbmcremote,org.codehaus.jackson.map.AnnotationIntrospector,4,35,466,0.9031,0,0,0,51,51,47,288,17,131,1,21,341,1395303,1,0,1,375,0.9744,0,0,39,6,57,516,,742,92,0,0,50,2,3,11,0,0,1,1,1.28,1,1,5,5,39,40,2,3,-157429,0,4840,2
android-xbmcremote,org.codehaus.jackson.map.AnnotationIntrospector.Pair,3,18,85,0.2005,0,1,2,87,89,47,307,18,131,2,1,341,1281568,0,0,0,26,0.0526,0,0,1,6,57,424,93,646,88,2,0,339,37,0,11,0,0,2.08,4,1.32,4.05,10,5,1,37,80,154,0,0.2507,0,4172,79
android-xbmcremote,org.codehaus.jackson.map.BeanDescription,0,12,51,0.7969,0,1,1,17,18,0,7,3,25,1,9,342,421,0,0,1,31,0.6,0,0,3,10,13,64,,19,9,1,0,13,2,1,11,0,0,1,1,0.8,1,1,2,4,4,6,3,1,3.9231,0,60,3
android-xbmcremote,org.codehaus.jackson.map.ClassIntrospector,0,8,43,0.7544,0,1,0,18,18,47,0,6,131,1,5,341,0,1,0,1,33,0.8333,0,0,5,6,57,57,,18,6,0,0,14,0,1,11,0,1,1,1,2.5,0,0,2,2,5,6,0,1,104000,0,46,1
android-xbmcremote,org.codehaus.jackson.map.ClassIntrospector.MixInResolver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-xbmcremote,org.codehaus.jackson.map.DeserializationConfig,0,34,242,0.6237,11,2,11,49,60,47,71,16,131,1,19,341,142582,1,2,0.9091,179,0.6923,0,0,7,6,57,388,27,301,96,11,0,146,24,0,11,0,0,1.31,3,1.08,2.04,8,7,3,13,46,53,0,-1303333,0,1982,34
android-xbmcremote,org.codehaus.jackson.map.DeserializationConfig.Feature,0,10,149,0.8371,0,1,11,27,38,0,17,0,0,,10,342,3464,0,2,0.8182,145,0.25,0,0,1,1,1,178,,43,23,11,0,29,3,,20,0,0,1.5,3,0.25,2,5,0,3,3,6,8,,5.1379,0,194,6
android-xbmcremote,org.codehaus.jackson.map.DeserializationContext,0,93,116,0.7632,1,1,1,33,34,47,9,12,131,1,82,341,2256,0,0,0,95,0.8095,0,0,18,6,57,152,,60,15,1,0,36,4,1,11,0,0,1,1,1.33,1,1,4,3,19,23,5,1,3.2222,0,234,5
android-xbmcremote,org.codehaus.jackson.map.DeserializationProblemHandler,0,5,41,0.82,0,0,0,13,13,47,3,3,131,1,2,341,67,0,0,1,41,1,0,0,1,6,57,50,,8,7,0,0,9,1,0,11,0,0,1,1,4,1,1,2,2,1,1,1,0,4.5556,0,22,1
android-xbmcremote,org.codehaus.jackson.map.DeserializerFactory,0,12,71,0.7889,0,0,0,19,19,0,3,10,132,1,2,136,210,0,0,1,65,0.5714,0,0,7,7,58,90,,25,7,0,0,19,1,1,11,0,0,1,1,2.86,1,1,4,1,7,7,1,3,3.7368,0,70,1
android-xbmcremote,org.codehaus.jackson.map.DeserializerProvider,0,18,84,0.84,1,1,0,19,19,47,0,5,131,1,13,341,0,0,0,1,74,0.8571,0,0,6,6,57,100,,22,8,0,0,16,0,1,11,0,0,1,1,1.43,0,0,2,3,5,7,0,1,5.25,0,66,1
android-xbmcremote,org.codehaus.jackson.map.JsonDeserializer,0,37,77,0.8021,0,0,0,16,16,47,5,4,131,1,34,341,507,1,0,1,71,1,0,0,4,6,57,96,,26,15,0,0,19,3,3,11,0,1,1,1,2,1,1,2,5,4,6,3,52,7,0,101,3
android-xbmcremote,org.codehaus.jackson.map.JsonDeserializer.None,0,5,7,0.7778,0,0,0,16,16,47,0,1,131,2,4,341,0,0,0,1,7,1,0,0,0,6,57,9,,5,5,0,0,2,0,0,14,0,0,,,0,,,1,4,0,0,0,0,3.5,0,11,0
android-xbmcremote,org.codehaus.jackson.map.JsonMappingException,0,58,98,0.4712,4,4,3,59,62,0,75,4,20,5,54,343,147998,1,1,1,49,0.375,0,0,3,5,9,208,49,299,95,2,1,110,10,0,20,2,0,1.56,3,1.69,2.62,9,2,4,8,42,42,0,1.6,0,1964,25
android-xbmcremote,org.codehaus.jackson.map.JsonMappingException.Reference,0,2,30,0.3846,3,4,3,23,26,0,30,0,0,1,2,344,18979,0,0,1,26,0.0909,0,0,3,1,1,78,15,112,45,3,0,48,6,0,10,1,0,1.45,5,0.73,2.73,17,0,2,4,21,30,0,0.625,0,615,16
android-xbmcremote,org.codehaus.jackson.map.JsonSerializable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-xbmcremote,org.codehaus.jackson.map.JsonSerializableWithType,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-xbmcremote,org.codehaus.jackson.map.JsonSerializer,0,34,48,0.8,2,0,0,15,15,47,4,4,131,1,31,341,366,1,0,1,38,1,0,0,2,6,57,60,,22,13,0,0,12,2,3,11,0,1,1,1,2.33,1,1,2,5,1,3,2,49,1100,0,81,2
android-xbmcremote,org.codehaus.jackson.map.JsonSerializer.None,0,3,7,0.7778,0,0,0,15,15,47,0,1,131,2,2,341,0,0,0,1,7,1,0,0,0,6,57,9,,5,5,0,0,2,0,0,13,0,0,,,0,,,1,2,0,0,0,0,3.5,0,11,0
android-xbmcremote,org.codehaus.jackson.map.KeyDeserializer,0,14,5,0.5,0,0,0,13,13,47,0,2,131,1,12,341,0,1,0,1,5,0,0,0,1,6,57,10,,11,6,0,0,5,0,2,11,0,0,,,2,,,2,4,1,1,0,13,-3.5,0,28,0
android-xbmcremote,org.codehaus.jackson.map.KeyDeserializer.None,0,5,9,0.8182,0,0,0,13,13,47,0,1,131,2,4,341,0,0,0,1,9,1,0,0,0,6,57,11,,5,5,0,0,2,0,0,11,0,0,,,0,,,1,4,0,0,0,0,4.5,0,11,0
android-xbmcremote,org.codehaus.jackson.map.MapperConfig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,
android-xbmcremote,org.codehaus.jackson.map.MappingJsonFactory,0,2,12,0.4138,0,2,5,53,58,5,10,2,383,2,1,131,953,0,0,1,12,0.3333,0,0,1,20,77,29,3,22,16,0,5,17,0,0,46,1,0,1.33,2,0.33,1.67,3,2,1,1,6,5,0,0.7059,0,88,4
android-xbmcremote,org.codehaus.jackson.map.ObjectMapper,5,57,819,0.5863,13,5,14,116,130,5,280,53,383,2,6,131,2242177,2,0,0.7143,632,0.6882,0,0,5,20,77,1397,178,1050,196,14,0,582,88,0,11,0,0,1.23,6,1.65,2.05,12,13,4,75,155,191,0,1.6358,0,7995,114
android-xbmcremote,org.codehaus.jackson.map.ObjectMapper.DefaultTypeResolverBuilder,0,7,20,0.3509,0,1,5,28,33,0,36,6,157,2,1,132,12240,0,1,1,17,0.25,0,0,1,11,62,57,12,68,32,1,4,38,1,0,15,2,0,3,7,1.5,3.75,12,4,1,3,11,15,0,0.5,0,340,12
android-xbmcremote,org.codehaus.jackson.map.ObjectMapper.DefaultTyping,0,2,33,0.8462,0,0,4,23,27,0,0,0,0,,2,133,0,0,2,1,33,1,0,0,0,1,1,39,,2,2,4,0,6,0,,20,0,0,,,0,,,0,1,0,0,0,,5.5,0,2,0
android-xbmcremote,org.codehaus.jackson.map.ObjectWriter,0,16,126,0.5207,5,2,8,25,33,5,56,16,383,1,1,131,79354,0,0,0.5,81,0.6923,0,0,1,20,77,242,30,225,76,8,0,116,11,0,11,0,0,1.38,4,1.77,4,12,8,1,6,32,52,0,1.0862,0,1405,18
android-xbmcremote,org.codehaus.jackson.map.ResolvableDeserializer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-xbmcremote,org.codehaus.jackson.map.ResolvableSerializer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-xbmcremote,org.codehaus.jackson.map.RuntimeJsonMappingException,0,1,4,0.2353,0,3,0,38,38,0,5,1,21,4,0,0,329,0,1,1,4,0,0,0,0,6,10,17,3,17,10,0,0,13,0,0,22,0,0,1,1,1.33,1,1,1,0,0,6,3,0,0.3077,0,56,3
android-xbmcremote,org.codehaus.jackson.map.SerializationConfig,1,28,248,0.6078,11,2,11,49,60,47,72,14,131,1,15,341,164489,1,2,0.9091,190,0.6154,0,0,5,6,57,408,34,336,108,11,0,160,23,0,10,1,0,1.42,3,1.08,2.5,9,7,3,13,46,65,0,-2820,0,2269,37
android-xbmcremote,org.codehaus.jackson.map.SerializationConfig.Feature,0,11,175,0.8495,0,1,13,27,40,0,19,0,0,,11,342,4007,0,2,0.0769,171,0.25,0,0,1,1,1,206,,45,23,13,0,31,3,,20,0,0,1.5,3,0.25,2,5,0,2,3,6,8,,5.6452,0,203,6
android-xbmcremote,org.codehaus.jackson.map.SerializerFactory,0,10,41,0.7321,0,0,0,15,15,47,7,5,131,1,5,341,501,0,0,1,35,1,0,0,2,6,57,56,,20,12,0,0,15,3,1,11,0,0,1,1,2,1,1,3,2,3,5,3,3,2.7333,0,71,3
android-xbmcremote,org.codehaus.jackson.map.SerializerProvider,0,82,224,0.7724,7,1,2,34,36,47,34,10,131,1,73,341,22506,0,0,0.5,191,0.8636,0,0,17,6,57,290,,132,32,2,0,66,5,1,11,0,0,1.5,2,1.5,2.33,5,4,5,14,27,14,1,3.3939,0,660,9
android-xbmcremote,org.codehaus.jackson.map.TreeMapper,0,9,66,0.44,3,2,1,43,44,0,59,9,384,2,0,0,45378,0,0,1,32,0.1429,0,0,1,21,78,150,25,143,41,1,0,84,12,0,27,0,0,1.64,3,1,1.93,6,3,0,9,28,27,0,0.7857,0,766,23
android-xbmcremote,org.codehaus.jackson.map.TypeDeserializer,0,33,75,0.8427,0,0,0,19,19,47,0,5,131,1,28,341,0,0,0,1,65,1,0,0,7,6,57,89,,21,4,0,0,14,0,1,11,0,0,,,1.14,,,4,4,7,7,0,4,5.3571,0,42,0
android-xbmcremote,org.codehaus.jackson.map.TypeSerializer,0,47,79,0.8144,6,0,0,21,21,0,0,4,22,1,43,346,0,0,0,1,69,0.8889,0,0,9,5,9,97,,33,5,0,0,18,0,1,11,0,0,,,1.33,,,3,6,3,9,0,4,4.3889,0,76,0
android-xbmcremote,org.codehaus.jackson.map.annotate.JsonCachable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-xbmcremote,org.codehaus.jackson.map.annotate.JsonDeserialize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
android-xbmcremote,org.codehaus.jackson.map.annotate.JsonSerialize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
android-xbmcremote,org.codehaus.jackson.map.annotate.JsonSerialize.Inclusion,0,8,21,0.7778,0,0,3,23,26,0,0,0,0,,8,342,0,0,2,1,21,1,0,0,0,1,1,27,,2,2,3,0,6,0,,20,0,0,,,0,,,0,4,0,0,0,,3.5,0,2,0
android-xbmcremote,org.codehaus.jackson.map.annotate.JsonSerialize.Typing,0,8,13,0.6842,0,0,2,23,25,0,0,0,0,,8,342,0,0,2,1,13,1,0,0,0,1,1,19,,2,2,2,0,6,0,,20,0,0,,,0,,,0,4,0,0,0,,2.1667,0,2,0
android-xbmcremote,org.codehaus.jackson.map.annotate.JsonTypeIdResolver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-xbmcremote,org.codehaus.jackson.map.annotate.JsonTypeResolver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-xbmcremote,org.codehaus.jackson.map.annotate.JsonView,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
android-xbmcremote,org.codehaus.jackson.map.annotate.NoClass,0,3,12,0.75,0,1,0,13,13,0,0,0,0,1,3,342,0,0,0,1,12,0,0,0,0,1,1,16,0,4,4,0,0,4,0,0,11,0,0,1,1,0,0,0,0,2,0,1,0,0,3,0,8,1
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializer,0,12,29,0.2661,0,2,6,36,42,0,66,11,156,3,1,136,68224,0,0,0.8,18,0,0,0,3,13,65,109,22,167,73,5,1,80,2,0,24,2,0,2.33,8,2,7,26,6,1,4,24,42,0,0.3625,0,1033,14
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers,4,17,30,0.4688,1,1,2,16,18,0,318,16,166,1,1,136,1389799,10,0,0,4,0,0,0,2,15,67,64,10,655,102,2,0,34,3,0,11,0,0,1,1,1.25,3.25,1,5,1,2,17,13,0,3.2667,0,4370,4
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers.ArrayDeser,0,14,0,0,0,1,1,32,33,0,5,5,156,3,9,146,322,0,0,1,0,0,0,0,1,13,65,14,,15,15,0,1,14,0,9,25,1,1,1,1,2,1,1,3,1,1,4,2,9,0,0,58,2
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers.BooleanDeser,0,11,1,0.04,0,1,1,34,35,0,30,10,157,4,1,137,9604,0,0,1,0,0,0,0,1,14,66,25,10,60,37,0,1,24,1,0,28,0,0,2.5,4,1,6.5,12,4,1,1,12,13,0,0.0417,0,312,5
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers.ByteDeser,0,11,9,0.1731,0,1,1,34,35,0,44,10,157,4,1,137,28443,0,0,1,4,0,0,0,1,14,66,52,15,111,53,0,1,43,1,0,28,0,0,5.5,10,1,13.5,26,4,1,1,16,27,0,0.2093,0,635,11
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers.CharDeser,0,7,5,0.2174,0,1,1,34,35,0,16,6,157,4,1,137,3446,0,0,1,0,0,0,0,1,14,66,23,7,43,30,0,1,18,1,0,28,0,0,1.5,2,1,4.5,8,3,1,1,9,9,0,0.2778,0,210,3
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers.DoubleDeser,0,11,0,0,0,1,1,34,35,0,30,10,157,4,1,137,9604,0,0,1,0,0,0,0,1,14,66,24,10,60,37,0,1,24,1,0,28,0,0,2.5,4,1,6.5,12,4,1,1,12,13,0,0,0,312,5
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers.FloatDeser,0,11,1,0.04,0,1,1,34,35,0,30,10,157,4,1,137,9604,0,0,1,0,0,0,0,1,14,66,25,10,60,37,0,1,24,1,0,28,0,0,2.5,4,1,6.5,12,4,1,1,12,13,0,0.0417,0,312,5
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers.IntDeser,0,11,1,0.04,0,1,1,34,35,0,29,10,157,4,1,137,9164,0,0,1,0,0,0,0,1,14,66,25,10,60,36,0,1,24,1,0,28,0,0,2.5,4,1,6.5,12,4,1,1,12,13,0,0.0417,0,310,5
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers.LongDeser,0,11,0,0,0,1,1,34,35,0,30,10,157,4,1,137,9604,0,0,1,0,0,0,0,1,14,66,24,10,60,37,0,1,24,1,0,28,0,0,2.5,4,1,6.5,12,4,1,1,12,13,0,0,0,312,5
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers.ShortDeser,0,11,0,0,0,1,1,34,35,0,30,10,157,4,1,137,9604,0,0,1,0,0,0,0,1,14,66,24,10,60,37,0,1,24,1,0,28,0,0,2.5,4,1,6.5,12,4,1,1,12,13,0,0,0,312,5
android-xbmcremote,org.codehaus.jackson.map.deser.ArrayDeserializers.StringDeser,0,9,2,0.069,0,1,1,34,35,0,26,8,157,4,1,137,9068,0,0,1,0,0,0,0,1,14,66,29,10,63,41,0,1,27,1,0,28,0,0,3,5,1,8,15,4,1,1,12,16,0,0.0741,0,337,6
android-xbmcremote,org.codehaus.jackson.map.deser.BaseNodeDeserializer,0,17,33,0.2444,3,1,2,39,41,0,62,14,156,3,3,139,81125,0,0,0,17,0.1111,0,0,3,13,65,135,,202,87,1,1,102,7,3,25,1,1,2.78,13,1.89,5.89,30,4,1,5,36,53,3,0.3235,0,1301,25
android-xbmcremote,org.codehaus.jackson.map.deser.BasicDeserializerFactory,5,44,223,0.3773,0,1,5,35,40,0,273,42,210,2,2,135,1990136,0,0,0.4,93,0.5,0,0,3,17,69,591,,943,210,5,0,376,14,1,11,1,0,4.31,11,2.81,13.69,37,8,1,15,103,219,2,0.5718,0,7274,69
android-xbmcremote,org.codehaus.jackson.map.deser.BeanDeserializer,4,27,247,0.4311,8,1,12,54,66,1,315,25,155,3,3,187,1769351,0,1,0.9091,121,0.4783,0,0,2,12,64,573,133,760,167,11,1,335,18,1,23,4,0,3.35,11,1.83,8.26,37,7,1,14,94,190,1,0.7104,0,5611,77
android-xbmcremote,org.codehaus.jackson.map.deser.BeanDeserializerFactory,6,33,216,0.3642,4,1,2,50,52,0,419,31,215,3,2,134,2914295,0,0,0.5,69,0.6667,0,0,1,18,70,593,181,911,197,2,0,382,13,1,26,1,0,5.67,20,3.2,15.13,51,7,1,10,111,227,1,0.5524,0,6943,85
android-xbmcremote,org.codehaus.jackson.map.deser.CollectionDeserializer,0,9,23,0.2371,0,3,5,36,41,0,37,8,156,3,1,136,22996,0,0,0.75,20,0,0,0,2,13,65,97,14,108,53,4,1,74,1,0,25,2,0,1.67,5,2.83,4.5,14,4,1,3,17,27,0,0.3108,0,618,10
android-xbmcremote,org.codehaus.jackson.map.deser.Creator,1,0,5,0.5556,0,1,0,13,13,0,87,0,0,1,0,0,178301,4,0,1,4,0,0,0,0,1,1,9,,327,76,0,0,4,0,0,11,0,0,1,1,0,0,0,0,0,0,1,0,0,-1.225,0,2043,1
android-xbmcremote,org.codehaus.jackson.map.deser.Creator.Delegating,0,11,15,0.2727,1,1,4,16,20,0,29,9,132,1,2,189,11623,0,0,0.5,14,0,0,0,2,9,58,55,10,76,38,4,0,40,3,0,11,0,0,1.75,3,1.25,4.5,9,6,1,2,14,18,0,0.375,0,398,7
android-xbmcremote,org.codehaus.jackson.map.deser.Creator.NumberBased,0,5,10,0.1786,0,1,5,15,20,0,35,3,21,1,2,189,17718,0,0,0,4,0,0,0,1,9,12,56,13,98,34,5,0,46,2,0,11,0,0,3.67,5,2.33,6.33,7,2,1,2,10,19,0,0.2174,0,498,11
android-xbmcremote,org.codehaus.jackson.map.deser.Creator.PropertyBased,0,12,16,0.2286,0,1,3,17,20,0,35,9,140,1,3,189,19645,0,0,0.3333,13,0.2,0,0,2,10,61,70,14,100,47,3,0,55,4,0,11,0,0,2,4,1.6,5.6,13,5,1,4,21,28,0,0.2727,0,555,10
android-xbmcremote,org.codehaus.jackson.map.deser.Creator.StringBased,0,6,4,0.129,0,1,3,14,17,0,20,3,21,1,3,189,4747,0,0,0,4,0,0,0,1,9,12,31,5,50,25,3,0,27,1,0,11,0,0,3,3,2,5,7,2,1,1,7,10,0,0.1481,0,232,6
android-xbmcremote,org.codehaus.jackson.map.deser.CreatorContainer,0,12,19,0.1545,10,1,14,29,43,0,31,8,144,1,4,188,35503,0,0,0,3,0,0,0,1,11,62,123,14,198,49,14,0,104,16,0,11,0,0,1.47,3,1.18,2.12,5,3,1,6,25,36,0,0.1827,0,1111,25
